,MTTR_samples
173,2.9084915548653263
174,3.226182027915628
175,3.412540603259017
176,3.411862797610533
177,2.897431135033636
178,3.5103353866351474
179,3.799232036664455
180,4.609384475950868
181,2.9954093169104086
182,3.18468380255561
183,3.7127396397863466
184,3.3371843905664087
185,3.249254888206584
186,3.8163906005536683
187,3.6615034512603843
188,3.2201650675795426
189,3.1025742660129856
190,3.296363401968631
191,3.288491818141208
192,3.538707832563582
193,3.4895408015123146
194,3.9632957610835016
195,3.975659070004427
196,2.907621514984103
197,2.5750562104760286
198,3.212231448038716
199,3.6131711993325517
200,2.666587473740142
201,3.0844436751830635
202,3.43010340328957
203,4.47808106001801
204,3.3326066056346733
205,3.3466000505787337
206,3.8742791667410446
207,3.0679189774249584
208,3.038898508148065
209,3.1471193845976333
210,4.304172590686239
211,3.729312007381293
212,3.0055175708971413
213,3.6839916517978644
214,3.3203473662301333
215,3.113544632012979
216,3.9857265076505497
217,3.603583562119988
218,3.1773388425170404
219,3.0676243994343215
220,3.1939991352488133
221,3.4308958390891973
222,2.7857543274582293
223,3.463774313410614
224,3.3351093200535735
225,3.2209400377238593
226,3.2367595812442373
227,3.3692875322185123
228,3.752014860225068
229,3.41840325770501
230,3.198658966417754
231,2.747543482101258
232,2.8418726697098866
233,2.9373212504301316
234,3.260909305722676
235,3.2721528794209633
236,3.923970323103647
237,3.0670173844390964
238,3.023411752308905
239,3.176848375161435
240,2.730970551363168
241,4.038597683962172
242,3.8658224105898045
243,3.4958232208545765
244,3.568933081225257
245,3.9981601528536013
246,3.3833284933093273
247,2.910717832454934
248,3.514833730629254
249,4.489986835900883
250,3.29216426370107
251,3.2564714582124
252,3.179505104656981
253,3.1716289292262627
254,3.4920242477699643
255,3.37890319528207
256,4.131570309588595
257,3.113791774379799
258,3.2543585042567096
259,3.6845167494248217
260,3.8595631856454893
261,2.9112856473830915
262,2.6870337973691925
263,3.4212267803218652
264,3.7212526830905333
265,3.4032804178152083
266,3.2739952080724293
267,3.459297645989816
268,3.4006657476799313
269,3.445032815640471
270,2.9087284438542453
271,3.1192149406785816
272,3.9984123978046817
273,3.512193510254665
274,3.970185302319872
275,3.0402924961610545
276,3.462483294523969
277,3.6597054443352186
278,3.3755273468859217
279,3.678298649590727
280,3.988394348953279
281,2.4595878715719968
282,3.0321608318172517
283,3.400485162594059
284,3.067201898113381
285,2.637992768087059
286,2.93024363844585
287,3.8755097011443893
288,3.4421205371444588
289,2.8884159894249053
290,3.153394230593292
291,3.051832033666914
292,3.1485816384046257
293,3.0362929741260665
294,3.2750792331501564
295,3.2617681175314113
296,3.515878048892681
297,3.2851618287851685
298,3.868255505975829
299,3.3123490382814986
300,3.4874803144899973
301,3.769146284543578
302,3.3831252983667675
303,3.266560638393029
304,3.257213378802014
305,3.8491831836867787
306,3.7488589664639234
307,4.125121495157056
308,3.587221884059587
309,3.7498069914584704
310,3.7893159086261563
311,3.2562132298921753
312,3.938518652090567
313,3.3312054879686044
314,3.873471045466205
315,3.386413258858455
316,3.3550316226755386
317,3.3288891302888843
318,3.8922939570720514
319,3.8427218379807875
320,3.4919369703456136
321,3.942098699417793
322,2.4599480629028228
323,3.3990061524125843
324,3.2521928676941156
325,3.0242874422982515
326,3.2467621756814493
327,3.8043635324376255
328,3.3663673220665564
329,4.343846179279867
330,3.618644102131077
331,3.617617260065147
332,3.467922537922747
333,3.4489367598708625
334,4.286165585257981
335,2.7971778480874288
336,3.2872995296099092
337,4.027278783111173
338,2.9850575831238695
339,4.294527157552545
340,3.479013290128301
341,3.0861452818203796
342,3.4292576702819866
343,3.716999700049436
344,3.4590795798645244
345,3.500024454368338
346,3.773967731396298
347,2.9660660295241295
348,3.4769303914626404
349,3.109106257402849
350,2.9060661652122537
351,4.386019085084222
352,3.442225130930127
353,4.558999822358734
354,2.583475916929408
355,3.197752565312922
356,3.5542992703431175
357,3.6372196562662644
358,3.090591699216811
359,3.2169222415768837
360,3.7116884051576733
361,3.285087817040954
362,3.352688093848787
363,2.835786177856238
364,2.7339528559529787
365,3.5813928864721083
366,4.142220008170538
367,4.20455259447312
368,3.405528531234407
369,4.144388206673687
370,3.0027877652212616
371,3.6816278799215234
372,2.947520665040686
373,3.3742726646302197
374,4.150390452787183
375,2.6719623991631667
376,3.6626501260562767
377,3.651168823207341
378,3.303470319687503
379,3.172003180628108
380,3.426301981292782
381,3.5657299936928437
382,3.1266785479399184
383,3.4705745782276076
384,3.786329625642233
385,3.128704986689385
386,3.8910556822717353
387,3.6578091908001644
388,3.2651597041161
389,3.7640832938178166
390,3.164234099070987
391,3.403141019136745
392,3.0416286561288404
393,3.595880637604451
394,3.1590819647464015
395,3.8486556448629963
396,3.11109027986164
397,3.276359125302875
398,3.041408576544813
399,3.157234221014471
400,3.788719700353826
401,2.875371830578268
402,3.682198125728456
403,2.59886454566585
404,3.024721635231244
405,2.829267415666163
406,3.1956527764997005
407,3.241097033710789
408,3.7460486582474752
409,3.0933681225838088
410,3.9755817764064334
411,2.7017607210554804
412,3.61814544192755
413,3.03621120815061
414,3.721381135184328
415,3.4575219312192105
416,3.2255546023128914
417,3.9516537121268938
418,3.071596228810121
419,3.4102342371101075
420,3.359762358776595
421,3.6318728879174884
422,2.836773923363952
423,3.7506592441356874
424,4.851625331248429
425,3.4505525125427647
426,3.927765844048934
427,3.1128869115990283
428,3.359215556609501
429,3.5811588052400998
430,4.03240247075261
431,3.1527731393829894
432,2.961023350849268
433,3.547666806640737
434,3.660375704569225
435,3.190119860146773
436,2.8823591912752304
437,3.656802409446267
438,3.5905488564141423
439,3.4947958740317118
440,2.934787474875151
441,2.924415934223238
442,3.4796797816840077
443,3.271788148823279
444,3.6554589403072457
445,3.311163259524828
446,4.219147329928153
447,3.5132276597998646
448,3.6233616430870557
449,3.8582730218789956
450,3.6883071198164905
451,3.3318167994669965
452,3.126768826118819
453,3.609460419988744
454,3.4294051591529375
455,3.1334960083292027
456,4.073675808846476
457,4.129592741801274
458,3.4453151251004726
459,3.1651164156588854
460,3.8614010318833865
461,3.533856474177548
462,3.419418269529563
463,3.861612234141196
464,3.850338350695124
465,4.048881956582083
466,3.4856781497739853
467,3.186771674098916
468,3.8555946961688177
469,3.3671853058077756
470,3.4607023378335646
471,3.6645045329474777
472,3.5167069123869994
473,3.5721879842811575
474,3.479923913495657
475,3.6714907763826345
476,3.052121518040793
477,3.257900058858489
478,2.8442165102722123
479,3.293653747318886
480,2.960285704020797
481,2.447734981662138
482,3.9092667900023335
483,3.5962635540466747
484,2.878107990951277
485,3.59697131104497
486,4.227062221247253
487,2.9802225973309606
488,3.3591248374953624
489,3.1612569888556896
490,3.115852109223769
491,2.9020801509426306
492,2.915128589582632
493,2.7321104309963546
494,3.375833919143627
495,2.9951079324657326
496,2.7337669159670477
497,3.4371825279060095
498,3.6386539398507685
499,3.150190005281894
500,3.150958595695013
501,2.8211012140652274
502,2.890836693205326
503,3.2797280686864623
504,3.258365412651181
505,3.55082662185331
506,3.2079905883848694
507,3.780875800107767
508,3.749143725076628
509,3.575810476077158
510,3.4067373367794422
511,3.755797187398165
512,3.168466790648494
513,3.1972402270666014
514,3.602727125410314
515,3.060256031112
516,3.7937978755009247
517,2.6503991695129097
518,3.5775762180385486
519,3.320203643604638
520,4.261766257253506
521,3.9977740245482174
522,3.180346989039208
523,3.5060152823940456
524,3.743186775026205
525,2.983608521266688
526,3.2835253983041404
527,3.4827384391769227
528,2.7781122827440683
529,3.0417470297841507
530,3.838065347889772
531,3.514637716131778
532,3.1927295999183505
533,3.316798866966875
534,3.6339427577175725
535,3.594384096685367
536,3.4903214940121297
537,3.4566413697318312
538,4.157602607052485
539,3.2350744196141017
540,3.836382924695839
541,3.66300063820061
542,3.1805055667173967
543,3.3550325204020917
544,3.045241846827325
545,3.5809142668640335
546,3.3534567273019844
547,3.16877823058213
548,3.4337990181101565
549,3.0438047897797356
550,3.1429949920358733
551,3.9300717773403355
552,3.05885302244286
553,3.931310678636966
554,3.647034456457406
555,4.148009055928309
556,3.118057112897914
557,2.762339742125296
558,3.754605195183097
559,3.3966692559439524
560,3.0551506687620593
561,2.936441460209129
562,2.9317165141214545
563,3.529165273348139
564,3.08291868391871
565,2.9912303616212474
566,3.5828668429971513
567,4.049184151621255
568,3.083990641069275
569,3.7642673980745074
570,3.4056850898039257
571,3.1146202955448836
572,3.472767794922762
573,3.1365159227719746
574,3.3034736079171436
575,3.5373473280731993
576,3.3712110139990927
577,3.583433578559383
578,5.472475911387189
579,3.950198131136241
580,3.0126903483435123
581,3.588532832390616
582,2.5684999436044134
583,3.5601097463988784
584,3.6157147397378537
585,3.8214415816683114
586,3.1375447244928525
587,3.1939614421084017
588,3.6963724239173423
589,3.0858099948449143
590,3.5633581578951707
591,3.2027643900693326
592,3.606480248790324
593,3.265106844878703
594,3.8342115958913774
595,3.2606709365617257
596,2.812380642248312
597,3.4779053297188804
598,3.251371766754372
599,4.2080869958723826
600,3.3031677416044873
601,3.684260130649264
602,3.816387150132228
603,3.679175418672466
604,3.219384957140948
605,3.5699831086853906
606,4.103207410152144
607,3.6409983525519847
608,3.7640812912321238
609,2.6007531388298117
610,2.8507051747246837
611,3.971933753660241
612,4.129943073256771
613,3.3083116355408455
614,3.210919140087141
615,4.328376806949451
616,2.922680369010563
617,3.520725129854271
618,4.536541397334181
619,3.064385346018683
620,3.4893914144469043
621,3.37634899031537
622,3.541472751388634
623,3.4341333200106994
624,3.274331902079949
625,3.6391548063795875
626,3.1455691911395465
627,3.47402305450877
628,3.1946743729562086
629,3.7010163490222316
630,4.047216641447521
631,3.3334157369030657
632,2.811232783076937
633,2.9546671173523555
634,3.5275134868877616
635,3.4600053650318037
636,3.9243934391118946
637,3.107248220745258
638,3.7312682453195984
639,2.9626263657218264
640,2.9894569234055375
641,3.860414031689428
642,3.5457182450974343
643,3.7292312362866915
644,3.8440948671395097
645,3.45783517924908
646,3.9672934314036423
647,2.4610222117163234
648,3.6019764465711552
649,2.6675263765792545
650,3.269243029826538
651,3.6533893795188943
652,4.138834662766042
653,2.8023574476392525
654,3.265985688451722
655,3.4706492665076305
656,3.2917703236961047
657,3.26417144958677
658,3.5816664353479224
659,3.455157521080369
660,2.8180417281183523
661,4.14467574834339
662,3.4921640375291796
663,3.337120537626954
664,3.6474578115299225
665,3.8616109047563745
666,3.035663579424952
667,3.809480731158879
668,3.154185807164621
669,3.3146542186435015
670,3.2563828200417424
671,3.192027723141003
672,3.3547170937470874
673,3.534474210682494
674,3.44386308407604
675,3.0659973890353984
676,2.7999787901191278
677,3.270827912079678
678,2.988308741158005
679,4.048307568579235
680,3.9137153722792073
681,4.039810354305904
682,3.452055447321311
683,3.192563403603322
684,3.4352190284083335
685,3.795936636868344
686,3.4347969245726624
687,2.6913723283274784
688,3.683458419928045
689,3.6171205426473945
690,3.621094738257588
691,3.944233042211323
692,3.395600416327247
693,2.9823901482774424
694,3.9230562761462133
695,3.2121807857906597
696,3.88838295287635
697,3.6500166700300207
698,3.0641589109672642
699,3.442115819580235
700,3.4215705995236405
701,3.1018055567078093
702,3.099411178929617
703,3.3264548106153575
704,3.283599508296171
705,3.0570344448372073
706,3.3692014143380407
707,3.03244534278
708,3.1957048614758916
709,3.700220790827559
710,3.169715471935829
711,3.8179145878287777
712,3.038876113081776
713,3.304876961163079
714,3.030067158067481
715,2.349080710435902
716,3.613006725772474
717,3.68947907108747
718,3.8920570150624
719,3.582614634589705
720,3.0327545248152243
721,4.418976529587175
722,3.2176118935445217
723,3.5706474905542054
724,2.879924758643165
725,3.323577900138882
726,3.1173386817181954
727,3.739440307502035
728,4.2436069710580915
729,3.2525063113916497
730,3.4721028294261296
731,3.6783123924912644
732,3.323854044952693
733,3.1385355692426113
734,4.008729476942543
735,4.124871724962124
736,3.8649190986427917
737,3.8773884468790443
738,4.023951629465878
739,3.273372848110637
740,3.450393995802215
741,3.2838124353858986
742,2.9454271909410514
743,3.5595696187740264
744,2.9594994638216736
745,3.5414217481553565
746,3.4337364581117624
747,3.073538074587793
748,3.292596752503375
749,3.201707161285165
750,3.5063495961662525
751,3.0260302620768287
752,2.6629292021291815
753,3.6995337668540715
754,3.2118011335446917
755,3.472835854274173
756,3.6416883005437413
757,3.5087600696891066
758,3.1858068819781793
759,3.6123362641327494
760,3.1655038061656495
761,3.22228368492972
762,3.176494397546572
763,3.3902411979012754
764,3.508779890246166
765,3.721925358879502
766,3.1031903124081497
767,4.42566931260296
768,2.970488048886604
769,3.2945566451285275
770,3.160038034554314
771,4.01799786870305
772,3.0470175308939647
773,3.0967988758861216
774,3.022127171475361
775,2.841287216495529
776,3.3211965683878453
777,3.9162580978878387
778,3.0939207259612713
779,3.411784204222209
780,2.803604100305247
781,3.259813481581071
782,3.2767889706980178
783,3.4116339256808432
784,2.873629463013391
785,3.0360967211354613
786,3.360242620943682
787,2.982936717550336
788,4.414549879519618
789,3.2802903854355505
790,4.010559775550494
791,3.663952491745608
792,3.313286213808488
793,3.3850013630604616
794,3.0744759059406563
795,3.9598455835962745
796,3.508732115718522
797,3.2899321148372054
798,3.4568235529122804
799,3.4447699353594836
800,3.499382897972749
801,3.5879652682843934
802,3.5552157545214413
803,3.512201075942297
804,4.548932987139181
805,3.534673174671306
806,3.98161718008677
807,3.513740706551419
808,3.4773004592372545
809,3.4557312421029573
810,3.5276696101857135
811,3.5830747660044318
812,3.186160622748309
813,3.13734613931924
814,3.6056459004301566
815,2.9631629078463457
816,2.6737100129818026
817,3.325564342737169
818,2.8189360187341492
819,3.2840704227410185
820,3.1470731107490373
821,3.7266366258654307
822,2.215476237076311
823,2.860149866295898
824,3.381461180145729
825,3.3025604902372394
826,2.8124041243849875
827,2.6409048717960366
828,3.4237131819671562
829,3.9806206541511946
830,3.5079178044442996
831,2.9501897289004346
832,3.285109684609028
833,3.7112669967059757
834,3.174227243803906
835,3.9630169435680207
836,3.8134402587625345
837,3.0235635975373096
838,3.3609289119592276
839,3.130938105270274
840,3.4405596905397475
841,3.2298094366439827
842,3.0681646205862707
843,3.5977815422828265
844,3.282057694728734
845,3.893495149748552
846,3.325525701723619
847,3.7357012364572055
848,3.564085571703828
849,4.276830497211916
850,2.7521383998388984
851,3.0477043892833118
852,3.6851708539381094
853,3.9636288947603084
854,4.296004450681471
855,3.3795211598522754
856,3.400252323026595
857,2.8880599345368787
858,3.7220689057329706
859,3.012432268290409
860,3.331300841407196
861,3.0716935687596107
862,2.7924524025655133
863,3.3046938185828054
864,4.198288595198635
865,3.322454025398797
866,3.290479091817253
867,3.4632486642489377
868,3.805057008355411
869,3.686150963791757
870,3.6499712466212317
871,3.616659308629278
872,3.417236206183013
873,2.9681439750341827
874,3.854941279232017
875,3.25676391096507
876,2.69547028246624
877,3.0241746464053376
878,3.2368888154253783
879,2.675315933820031
880,3.627511482750575
881,3.654814538252077
882,2.9743752564454797
883,3.345318998083253
884,2.949830836542956
885,3.488737120619851
886,3.3772494511305857
887,3.2244143004782915
888,2.817499722649
889,3.840352522675694
890,2.7961797998808633
891,4.091350417696245
892,3.5742510845635835
893,3.090680233511832
894,3.4701900071158773
895,2.9619630689497956
896,4.005286431951937
897,3.8253459908950256
898,2.5617809338339557
899,2.7899357485888063
900,2.4526224972095907
901,2.8809464620840997
902,3.0157968914697184
903,3.4095001961326465
904,4.5908731062901005
905,3.595281683519828
906,3.099519158723123
907,3.2808716410339764
908,3.095906840169019
909,3.1633812765109153
910,2.795514105015635
911,3.8589862425604466
912,2.812156196626353
913,3.2909710209398675
914,3.475085244764492
915,3.585017866738947
916,3.520196134953198
917,3.4231755254357834
918,3.9770694603318795
919,3.2839655833668315
920,4.045518592118005
921,3.052169503731379
922,3.3408441056841367
923,3.5991981007764187
924,3.738236670516396
925,3.1008744918771494
926,3.0528182404084476
927,2.7589523432842493
928,3.146510008188787
929,3.133996373171697
930,4.281561981887988
931,3.2594814327108765
932,3.2128449900586595
933,3.2812446851797716
934,3.9380036928158644
935,3.6299421964014535
936,4.163292796978944
937,3.1808455386647014
938,3.5648606166501735
939,3.358919231612559
940,3.584080190060361
941,2.8914149170043677
942,3.1388580992529307
943,3.4317151054196806
944,2.9680188824831797
945,3.6277898840571354
946,3.336392383787279
947,3.3569588399038492
948,2.834458182710376
949,2.583427686520446
950,2.970475772576875
951,4.5969067402643375
952,3.1820971976515073
953,3.464688243519808
954,3.800174004814047
955,3.508067515892838
956,3.7321721018896836
957,3.170663191198195
958,3.1770491655176802
959,3.7109566862956003
960,3.130621773084522
961,3.433679868149728
962,3.290731530324142
963,2.8310153392930424
964,4.057080381348843
965,3.0735076318058647
966,3.7406729463999833
967,3.249612184730154
968,3.321095171513599
969,3.5310101563174436
970,3.846924867126358
971,3.610988736546188
972,3.2404138566697283
973,2.7718067721058794
974,2.9903612567635736
975,3.59810196565902
976,2.91565524862417
977,3.292729961308436
978,3.5522768942633363
979,3.3813586744270894
980,3.2007619594908028
981,3.1392330455934405
982,3.847736406899231
983,2.84309401537171
984,3.292862637151304
985,2.9496222274335127
986,3.7679780778482894
987,3.286684762896967
988,3.235103354317739
989,2.9102837457580044
990,3.3971780231204773
991,3.332701484403183
992,3.334037114816938
993,3.528040983328382
994,3.3900502992857637
995,3.7220150094102804
996,2.9603876530883264
997,3.891672196468914
998,3.640377355203211
999,3.135414438238354
1000,3.254407189319685
1001,2.8264231069090693
1002,3.461611949472892
1003,3.4311082184988253
1004,2.8591279039075372
1005,4.3135684718059455
1006,3.2475534491189877
1007,3.5135970372097676
1008,3.0538944482279593
1009,4.372612730501938
1010,3.3393676628210494
1011,3.7104521475528562
1012,3.2124238472786866
1013,3.864225283334946
1014,2.7437698826456534
1015,3.850792448976801
1016,3.972035793319627
1017,3.0171192736968884
1018,3.6803625454069326
1019,3.8669996675901053
1020,2.9856534663364727
1021,2.740071539141824
1022,3.4414207380982242
1023,3.137163155462984
1024,2.809685132300148
1025,3.5306651161029365
1026,2.650579087897356
1027,4.09373188448434
1028,3.9737306992233234
1029,2.677189219063497
1030,3.7705493225365587
1031,2.8997072578471217
1032,4.189264596878643
1033,3.280206964498986
1034,4.110023398574197
1035,4.0777124888075456
1036,3.5954706988081986
1037,3.834702569860608
1038,2.8318914145772007
1039,3.5787593060666736
1040,3.9628771418618776
1041,2.5665130813659673
1042,3.3252720950213117
1043,3.4290809862588474
1044,2.795630641706315
1045,3.7542543785815754
1046,3.311250997309827
1047,3.2337340946299493
1048,3.2512965663438003
1049,4.17303517617337
1050,4.22967319369532
1051,3.425792056139682
1052,3.5730874832406565
1053,3.164657368135635
1054,3.5209387072333116
1055,3.2734848989156466
1056,2.815259419304901
1057,4.0655822451560235
1058,3.324236071851653
1059,3.8950887148214783
1060,3.574358847563649
1061,3.4524066642093665
1062,3.522603193182243
1063,3.23922869678432
1064,2.873747734446088
1065,4.683770373448309
1066,2.965418786055238
1067,3.93988133830148
1068,3.3785621842316496
1069,3.493140096203426
1070,2.8186832982769623
1071,2.9144707807590033
1072,3.3355747807253358
1073,4.6285999764347805
1074,2.8582490164361616
1075,4.208669992120376
1076,3.6627989566865393
1077,3.5602270896568795
1078,3.634958023822225
1079,3.4091465876165445
1080,3.1591108625952966
1081,3.2972906722196123
1082,3.2652423628002674
1083,3.9178509898165808
1084,3.3698374118925356
1085,2.7105849352138542
1086,3.7644368674442914
1087,3.601880734689798
1088,3.8886583285652208
1089,3.716178262665342
1090,3.1746522754400632
1091,4.125219185582013
1092,2.569346390041475
1093,2.9310399025603244
1094,3.45410747843259
1095,3.867214954745227
1096,3.593634901313572
1097,2.7711832198305153
1098,4.635813314058394
1099,3.3261478816733914
1100,3.9481914344147184
1101,2.7973153071241383
1102,3.3826883969511896
1103,3.114110492430305
1104,3.0274355076140904
1105,2.8283639119971573
1106,3.879874796020193
1107,3.4609911557382516
1108,3.606215928089172
1109,3.123338858387624
1110,3.5786530692926917
1111,3.022600414460686
1112,2.6245287695392134
1113,3.3925462986531016
1114,3.5157342905219786
1115,3.0033300180646396
1116,2.5575427114583924
1117,3.457880951615928
1118,3.0721286497733966
1119,3.269430529127078
1120,3.666878725736788
1121,3.6344706252193077
1122,3.446875253173171
1123,2.9521298695673974
1124,3.526353046472539
1125,3.674158609568355
1126,2.810055184407743
1127,3.886636826928238
1128,3.360882016097353
1129,4.149592097697564
1130,3.4765657418077454
1131,3.223240188846771
1132,3.71222514568352
1133,3.3033345915860366
1134,2.769305264657707
1135,3.779703189815149
1136,3.402952437634679
1137,3.049978664996065
1138,3.6722973243890515
1139,2.8064087573677536
1140,3.4761131592646506
1141,3.1986934589214124
1142,4.788086080740788
1143,3.8051391265122603
1144,3.1667515873998537
1145,3.4435857054527212
1146,3.651594242186051
1147,3.320779131931693
1148,3.0438059271161544
1149,3.4910404573901572
1150,2.9975265564983973
1151,3.9505141294363852
1152,2.853190442551204
1153,2.70345134385739
1154,2.7258199327180224
1155,2.955556864409944
1156,3.9599206191991754
1157,3.0461555609629594
1158,3.0173530070051524
1159,2.985534824008426
1160,3.5104942263027086
1161,2.843129578954476
1162,4.849746067161756
1163,3.416239721505684
1164,2.898213585272386
1165,4.0413120002406835
1166,4.190479641752065
1167,3.750871504521059
1168,4.2897214662830425
1169,2.9163491076485055
1170,2.985893217761869
1171,3.015568357868302
1172,3.3921980754698837
1173,2.9865864297525015
1174,3.680505927501199
1175,3.699264799764871
1176,3.519753807802567
1177,3.5515752349289045
1178,3.179043707789103
1179,3.258176518349553
1180,3.491147067742083
1181,3.3081171573198014
1182,3.124867174976355
1183,3.206914500468571
1184,3.491684237493076
1185,2.710227211558893
1186,3.1270739014131324
1187,3.4111771701292506
1188,3.459216207728155
1189,3.074072789664133
1190,3.6387010934164494
1191,2.9857412397824254
1192,3.7564159103713024
1193,3.7705750622074
1194,3.501435336965856
1195,3.3717877188062078
1196,3.4648962631873856
1197,3.733377016733526
1198,3.951842327228731
1199,4.251043404426594
1200,3.766335606907483
1201,3.316106952996022
1202,3.3082238123160947
1203,3.7623645222524615
1204,2.7694806468640936
1205,2.700607763293918
1206,2.8174656962977456
1207,3.401735162686279
1208,3.5525293248287655
1209,4.291047692814454
1210,4.212879626395873
1211,3.38552910878319
1212,3.51224290715034
1213,2.800735511876799
1214,2.9334230957386316
1215,2.944653174054558
1216,3.6019244656075378
1217,2.8657962377777055
1218,3.6505056770987068
1219,3.5674257730442123
1220,3.56129355693666
1221,2.972825861375769
1222,4.161200116964443
1223,2.645582479988185
1224,3.2450923321902687
1225,4.12354097171511
1226,2.8627127627028526
1227,2.8954037080367883
1228,3.1656446359179116
1229,3.232403714345014
1230,3.3728151862156865
1231,3.359736993616033
1232,2.9933950448440494
1233,3.416880384835282
1234,2.5070488231186765
1235,2.974690479864132
1236,3.486717268062005
1237,3.3051513877396617
1238,4.410106231311419
1239,3.7482819387915933
1240,3.1128750945126176
1241,3.1786685088410196
1242,2.871468130940191
1243,3.0894947661494543
1244,3.9448589489620325
1245,4.193449836197691
1246,3.727216539064888
1247,3.8041662636872493
1248,3.2694057194126094
1249,3.4210024173461724
1250,3.1094183946574177
1251,2.702198718774347
1252,3.206070158056977
1253,2.8065817357400094
1254,3.1761797492370922
1255,3.2417010051474677
1256,2.943591944840434
1257,3.4338900305702764
1258,3.7645141806026876
1259,4.298820186554233
1260,2.9515791061243535
1261,3.042796214919509
1262,3.2607049271285433
1263,3.1840622766864173
1264,3.2153829725161622
1265,3.529367763336162
1266,4.134273748554894
1267,3.0682079023652165
1268,4.366098701744475
1269,3.369626489400132
1270,3.4057789790180677
1271,3.123778167873718
1272,3.1196330413320315
1273,3.1766009353440796
1274,3.5161311119041243
1275,3.509319904256555
1276,2.912185920963921
1277,5.206642349443872
1278,2.9614005582044904
1279,3.346470877053315
1280,3.040872357257073
1281,3.1340321702666607
1282,3.6531319850594905
1283,3.52081169453407
1284,3.41689473018428
1285,4.062979482321993
1286,3.077312578388941
1287,4.264182582573452
1288,3.2620379418078143
1289,4.008593885533044
1290,3.328668883337989
1291,2.792238073314663
1292,3.2466663428664595
1293,2.992568815112105
1294,3.2216795997211007
1295,2.815324345331498
1296,3.965366983702803
1297,4.124365534475393
1298,3.13653326972041
1299,3.5729948090075907
