,MTBF1_samples
176,112.94867483699448
177,52.303592108710085
178,103.54471569268598
179,255.98115763560742
180,94.28042035147456
181,110.63476332937434
182,70.05001764796728
183,95.74526253805602
184,101.03280323979423
185,97.69912198262573
186,118.88986637201391
187,78.29715919743482
188,56.82039745801487
189,90.42837146808262
190,68.08932613426958
191,106.08236537472983
192,81.86130777595056
193,126.00668405581953
194,57.84288897811078
195,124.72363981771112
196,111.73183578178057
197,60.30470774239071
198,123.30384849417366
199,140.4067429397319
200,63.57279956713703
201,66.75979270229747
202,108.95667045877005
203,58.34548452983228
204,139.80319303777975
205,55.94336453903469
206,74.78259554357936
207,167.17894776847533
208,63.188418836589705
209,125.92168011418951
210,94.91244101776108
211,66.16573873835812
212,195.19254209002398
213,93.04516621278462
214,80.12160389375705
215,106.09736452641384
216,123.12677040188564
217,104.50069680722892
218,32.36009225753294
219,84.38270602879832
220,153.5888894474847
221,144.77857837243715
222,109.50934024202093
223,121.73048983806838
224,104.90144714105294
225,112.71672679288268
226,86.98462172184307
227,67.35624201978699
228,103.98830703004951
229,71.42430175226461
230,76.0456233453161
231,53.733327748456865
232,97.86884680711334
233,156.06590687791171
234,141.12337427811315
235,103.48066312175622
236,103.03741504606982
237,94.57822370346281
238,42.54638310533061
239,65.71411245663256
240,95.57688372337641
241,98.58675493131008
242,144.70175196281062
243,119.72528265042874
244,155.74041909627806
245,82.6965575885356
246,108.42318291972236
247,103.30959211130599
248,62.51025420217365
249,140.1780044189953
250,83.3592662708983
251,98.15940989904074
252,74.81252578330187
253,120.49267672842545
254,81.96996706418963
255,91.51096429191008
256,107.60667028572131
257,123.79023608871294
258,182.75231004447443
259,112.79431551968798
260,89.78050922831257
261,169.9802692995466
262,102.86701029601323
263,89.37155259872837
264,113.74199447339643
265,107.06577377979447
266,89.05002445431066
267,63.723774573885706
268,148.24173074486413
269,84.7276917190706
270,98.5020804717847
271,70.5319612889906
272,88.73310171043289
273,78.45314189429867
274,81.31726416839517
275,73.08018311621221
276,98.96686824405025
277,84.24222176047738
278,125.36654258854715
279,98.68420901562736
280,116.15914752563657
281,62.92272168344811
282,71.19523675371022
283,105.34625076777874
284,90.52637735685417
285,89.03504704575201
286,106.80904948067794
287,121.97972973220925
288,105.26967836887418
289,56.495068506858665
290,97.58527152821692
291,150.66985399969133
292,85.26020821226754
293,64.89975723232929
294,49.67898077601561
295,151.60508740702363
296,76.26142395940377
297,62.26729038304439
298,80.14511216030982
299,74.31267736069984
300,109.08028047857505
301,115.03125453853536
302,117.96377569679305
303,85.17937211856903
304,68.46076371137877
305,97.21415908931084
306,89.42495999471544
307,41.01074751286796
308,104.23935886393238
309,129.66152761478642
310,99.48621882505806
311,119.99976434892787
312,72.04244712751284
313,144.66859192135425
314,88.01680963820115
315,108.80895128734727
316,84.62149639929903
317,101.18554672230731
318,75.19065337056539
319,60.00261254850976
320,100.16253490605267
321,138.00165317392776
322,81.70106506427548
323,121.54369006266377
324,87.36582572217318
325,63.83766736363861
326,125.7023688045593
327,127.55942755744688
328,122.32455397222223
329,37.274637727284926
330,81.82761908896285
331,115.70904239912679
332,49.92873712127508
333,73.05646427164196
334,124.00199974970214
335,125.31370356651703
336,83.85960727008434
337,102.8985901662072
338,56.60631228161686
339,85.91930728090658
340,110.72931854661094
341,101.9415784739023
342,179.53638175659646
343,140.36736395121983
344,68.62327704202927
345,109.45601768934442
346,112.52924355710012
347,170.3653727361733
348,101.56395768952738
349,82.15929117627346
350,59.967889708536816
351,99.01562984278176
352,78.22541460768663
353,109.25970187912708
354,114.68786108330714
355,86.40865184883715
356,101.28721024028184
357,50.83717424449058
358,50.99343686062296
359,63.136632403829466
360,132.67846907454887
361,129.33290861869025
362,103.81926175474953
363,119.58215040626465
364,88.57472882842733
365,81.70960420881738
366,83.10509822755452
367,45.08489596191186
368,68.37147824354857
369,131.76180760456234
370,103.60501659525083
371,137.44986020998962
372,114.79536708889422
373,124.72929608432383
374,82.98396229128548
375,141.4550405487506
376,95.98601329716881
377,119.36107887835466
378,78.67729156385288
379,85.58561104538455
380,54.76515277325271
381,87.7856078885708
382,171.05114185991317
383,69.2253065005491
384,82.30782136309347
385,183.85510445748093
386,55.98527206806319
387,117.13512785618104
388,96.51275287647874
389,104.34671444259712
390,86.47381845526951
391,114.39349841304337
392,153.67630071435613
393,67.81455163450566
394,108.53702735823168
395,73.55797749962673
396,162.82590757331403
397,91.858219149694
398,121.53611480726312
399,76.11032694035814
400,143.42712841678372
401,110.12868279167226
402,110.6597950612264
403,129.42368281628634
404,118.01913028999711
405,79.10211906219175
406,100.28257267577479
407,66.99650219533672
408,112.23706586948337
409,63.83539918115552
410,81.96556712152575
411,138.28559553746913
412,72.70588571686248
413,65.66113334116903
414,84.34590348456337
415,99.28751692921648
416,116.20326692218791
417,75.00378173465026
418,88.40945179542497
419,132.7497257066531
420,43.94071202738855
421,135.80810840440165
422,89.1244886777032
423,97.61591781254194
424,125.32232086915911
425,82.18121020802661
426,73.89735939303397
427,99.41832167111538
428,120.763951385121
429,52.53330952412673
430,139.4493928913811
431,120.4380939291435
432,105.3036618592062
433,109.7613076848459
434,125.44175998799405
435,202.07210942950658
436,106.77423371979533
437,87.68848881051423
438,64.05571260723893
439,43.73781440962839
440,115.07839397943951
441,143.83314103051126
442,211.5714047557347
443,107.10371227606181
444,164.81719919789492
445,69.32168126818733
446,142.840262372594
447,128.4294624259208
448,89.08644086576285
449,107.63822977550252
450,148.58447236640075
451,108.73659599183513
452,101.11734824493679
453,77.70029885914933
454,98.69615159795134
455,83.66882487868118
456,104.21286336679047
457,124.81267505467946
458,108.74509334167017
459,85.98705094454837
460,56.37797135912947
461,109.46004187879342
462,67.29817357786735
463,73.5068881799939
464,116.74459885560609
465,47.58808805332158
466,86.36928269808391
467,126.44443607344945
468,138.71113034371885
469,120.73005613558546
470,143.58047208698173
471,109.92014200843873
472,127.50816031987146
473,118.0502282239211
474,91.35704845262254
475,74.17231573768638
476,131.8325653161061
477,114.44062691296706
478,130.25818078998086
479,75.19089942196449
480,113.49769361032448
481,173.4314065915524
482,68.49008398249981
483,123.18991555212934
484,95.98382955844578
485,96.37566906950566
486,162.89541057660588
487,62.05005937961109
488,167.73726654522144
489,117.74399018153181
490,83.34093923683258
491,56.948913085913894
492,116.77650343130529
493,140.8617439777417
494,139.75485914203378
495,106.49384946384201
496,92.74850406606899
497,109.56052351834467
498,124.86199500514293
499,96.23435266732615
500,131.4018438009816
501,150.0800065763147
502,165.1976393734016
503,99.60612503288822
504,92.13277499506547
505,99.67755602027911
506,96.16298681901299
507,95.83794312624389
508,113.07765872009286
509,74.38010321011448
510,71.41633155537568
511,138.21041449400644
512,75.35145668936082
513,106.67338112734616
514,129.51792678861082
515,84.47021050212608
516,107.75897716426194
517,85.45173984370898
518,84.40997424059081
519,78.08604310509517
520,150.96284710131994
521,82.00995368340654
522,135.52773624678122
523,92.97551604723728
524,141.01570278146264
525,114.24483705774597
526,110.82667642364724
527,75.86364940176955
528,93.16192782696184
529,70.08383112423438
530,83.45012542504753
531,132.6533958945488
532,107.75507284314179
533,108.53591479639809
534,111.29174214029595
535,56.44680410015045
536,70.47407024798666
537,60.790371193920556
538,106.61010685582723
539,136.43413559985245
540,71.62889536510086
541,159.3466259469346
542,146.32607030316757
543,112.99909014178395
544,87.72257954420684
545,120.08593349381688
546,145.66711196072163
547,92.8878014286451
548,159.60791801310424
549,147.86314553834993
550,63.6169043535062
551,95.39863259164271
552,103.1685181818411
553,64.4870485217593
554,109.8329069339104
555,130.9283454804437
556,153.53294933713084
557,55.00009680438139
558,53.11633355254722
559,68.81506297311655
560,103.48343676994438
561,133.8627002282717
562,45.47076916419208
563,126.48510388832976
564,118.40080023671672
565,97.14474435490216
566,60.462394561935284
567,90.60774084433591
568,76.80231555659734
569,123.87954217792256
570,104.17279797094318
571,105.18096570483542
572,106.71400580364906
573,79.93178357831606
574,52.83003094708013
575,98.55985719725474
576,76.2949883938001
577,45.73252932227187
578,123.84680292009729
579,119.86183666132035
580,126.09931840725868
581,145.7092008277474
582,85.21640529693968
583,130.0486763523746
584,97.14636885305357
585,58.180345334503635
586,94.0362324233783
587,91.07991288468054
588,77.88985581523355
589,177.98664525398118
590,72.8527801634568
591,121.28328691456174
592,97.44808842163842
593,98.54935307539543
594,89.77447656938094
595,67.64400541043396
596,82.13576213664977
597,180.5586224896203
598,100.12017612945584
599,158.59908332226328
600,137.00950123276493
601,108.13200412077636
602,125.4217438896432
603,99.84427092520322
604,132.02633167949847
605,104.02500680134054
606,119.65417373681343
607,177.56577059166568
608,59.462991543531686
609,87.15095921912162
610,67.1775920916357
611,93.95200857782226
612,114.30756128309098
613,121.68008929377812
614,126.0787887430449
615,40.063203551463744
616,124.09961705889062
617,47.04460060493609
618,97.5808968315349
619,103.70033025172157
620,93.39588712951118
621,139.84691043137033
622,123.90610328908144
623,80.70129691260571
624,125.4460629562072
625,160.9363279801331
626,104.35467741165523
627,107.95750506696308
628,100.76372673814389
629,73.51119139492906
630,63.61368027666925
631,96.11322789296048
632,98.4904053278376
633,58.04206220248776
634,80.0737790176755
635,133.41121115497788
636,128.011276968909
637,85.40151231743341
638,76.76540533595994
639,71.68041523981267
640,70.24565279127596
641,124.80700170094975
642,102.27998368889881
643,56.17593591292706
644,104.96585269326236
645,105.75337639834463
646,97.56754931978902
647,130.86927058290473
648,60.347592667257636
649,152.22388935020766
650,89.92201401427077
651,115.22546299803858
652,153.58800091149803
653,114.02583347603324
654,96.47825367683012
655,115.26613299910697
656,78.94509182368294
657,106.66613275040154
658,99.69850889813614
659,115.95653239277615
660,105.62135496048036
661,99.2965295287366
662,91.397920853142
663,49.890066155932935
664,84.22789224887411
665,173.31175359009828
666,128.49640747475
667,83.40025535091672
668,66.65249770933468
669,121.24115633023102
670,93.42127022287627
671,91.71096902381771
672,145.7537169038406
673,71.87990922218695
674,118.95341798750202
675,115.09640591500785
676,122.97743560900723
677,31.220371417414523
678,117.40658065609861
679,87.15471235419061
680,87.2430324998991
681,103.85421402105975
682,115.73307223177358
683,119.04638875454111
684,87.49530258720942
685,127.6449442864986
686,71.69269836607586
687,74.37388829890874
688,103.43845773918677
689,104.12105855682489
690,64.3305289763583
691,84.11813601707927
692,128.613887935247
693,60.287355356397555
694,104.02697772938829
695,83.01582979645379
696,85.35072983201016
697,83.01528537706652
698,103.50723107770487
699,74.25171524678687
700,67.72960434675686
701,141.0854529231021
702,181.52171762979847
703,105.67499475661063
704,95.41027020729827
705,79.7218203469125
706,40.474580825784265
707,142.9715420593144
708,66.48642814329031
709,160.6508806310456
710,112.56388466708361
711,119.59551382320318
712,98.05154666149971
713,85.13123097078365
714,123.9953173294678
715,81.92319862110794
716,89.6474760417182
717,105.95823270305473
718,121.40728541435776
719,115.02792578590028
720,127.18652167829832
721,86.13658824276841
722,164.65210072044485
723,118.95749530040221
724,70.68461734664623
725,59.29833637893245
726,80.86218066424237
727,83.48466550169343
728,83.11159016982204
729,62.30620800601414
730,76.76617478357974
731,177.75991469711013
732,97.78660578777506
733,154.60903556492903
734,140.9090162480917
735,45.245467648761945
736,97.8215651416491
737,41.6462782797024
738,104.91733922258419
739,59.157074139561836
740,84.2257012281282
741,67.39666098268721
742,138.22378647476341
743,92.36934490767888
744,76.19838336963083
745,63.070962207218635
746,109.401674133795
747,135.76197483139865
748,103.76156997937602
749,69.04631145041496
750,143.46855901966273
751,61.202887146698835
752,99.76635005069649
753,57.628122117400736
754,70.42752002510954
755,99.34613484219767
756,53.50976990940766
757,107.8744102113724
758,126.94990851149153
759,129.60725189080804
760,85.60725698971356
761,137.1787798968906
762,166.72738660699113
763,114.69999411235712
764,154.06970161308095
765,73.56351421318412
766,54.867781371785256
767,66.33122291284744
768,125.48342858206905
769,75.72341760014407
770,71.22308458113227
771,45.90288808194565
772,79.3524260844744
773,80.82111621374278
774,109.660427542032
775,99.90591572752498
776,56.54819046926731
777,78.10618063982507
778,106.97539240529073
779,82.81105647300812
780,140.51110711061904
781,138.2694401305302
782,107.38047718340466
783,62.22411909501363
784,71.86774022429027
785,88.31210448829917
786,52.04750436774195
787,118.56284207075332
788,141.0841974837522
789,110.19169213619944
790,91.92903039017818
791,104.44522844180014
792,69.31029621706713
793,90.53982812393265
794,104.07070884081196
795,104.35912871900662
796,96.09197899612816
797,64.38602655448625
798,102.28481156746827
799,119.72876844219485
800,75.15372849715588
801,88.8793766544824
802,51.15090703620508
803,109.62204181264782
804,114.19693876115939
805,95.86581448285364
806,89.33491023948822
807,114.08930235269752
808,72.97462067486478
809,96.10246680527077
810,92.54191778733252
811,116.5409303262228
812,84.6322598848422
813,111.15016912814693
814,81.13363701331923
815,83.99884807194867
816,157.8544508262739
817,74.69327368579282
818,64.1647163250834
819,78.96222554778917
820,100.89898522534227
821,107.40349738257193
822,81.67241339122191
823,70.20896258043138
824,123.61708559380455
825,81.07211232416881
826,116.23892837210711
827,100.81816090288588
828,142.8888769780085
829,129.66899066612825
830,78.85978018401735
831,92.48659881258904
832,81.81232077690166
833,90.03434882535669
834,73.73123335285621
835,102.17832545665041
836,108.97435335304482
837,127.97035569970338
838,95.13514600127816
839,52.43871015046884
840,175.95714467451015
841,68.4585349855791
842,70.72909184432885
843,138.54483902567227
844,145.4257079996721
845,71.85538221943544
846,104.12434101448743
847,96.87770101828141
848,63.239087928414435
849,60.38329019545646
850,110.45386991930545
851,110.13916684338817
852,80.0407753263989
853,107.01790996505585
854,81.191282532798
855,108.86124392368566
856,124.75373242696462
857,119.14984582806848
858,75.41214506592344
859,135.7750938915273
860,110.30079690875941
861,78.54964542200551
862,75.2402144778097
863,99.15046515818956
864,95.58325952162726
865,58.05403809082086
866,192.10960514692036
867,104.11597062800637
868,128.9698482339132
869,95.14910835449551
870,100.48871659026895
871,73.35355497030227
872,53.7866351321512
873,108.56143497776276
874,94.57870660763228
875,64.26407428408163
876,118.56150682768688
877,88.02131990304197
878,124.07336529116154
879,156.6726373959861
880,98.49686726151977
881,94.88449832398642
882,95.77802408327318
883,162.74490485907845
884,116.71365223541194
885,120.68520028632834
886,96.33773145142035
887,69.68572061891543
888,47.300137831996395
889,116.7278441302606
890,126.79858028400581
891,79.73690396210675
892,71.85114068676214
893,95.02350929840507
894,102.36960348796381
895,132.43531275120154
896,111.39360269367835
897,101.45313148022899
898,55.660068914745096
899,67.28022678872767
900,98.38812704698736
901,90.90365479023664
902,73.49810551686888
903,169.7563491255383
904,91.15272041282469
905,67.1030316914907
906,105.60925496683423
907,30.98593616063378
908,134.32666640513247
909,69.4366830825399
910,127.36061585316037
911,90.33057361746134
912,95.35515500600924
913,118.40557168709947
914,143.34955442681942
915,104.38433679624323
916,170.5537727168863
917,137.2939897761139
918,107.03926895560797
919,80.7190841920493
920,167.59681102222973
921,117.08922011324354
922,88.1960895927695
923,70.0825956696526
924,114.97187067474026
925,126.94019764530157
926,88.71947543609174
927,127.95585616014672
928,95.37560403063398
929,143.0699779784138
930,122.99951678001008
931,136.41682219096134
932,100.37326830567876
933,91.12269719572768
934,86.51040248190088
935,73.56717781203753
936,67.4572389092019
937,93.05273292271696
938,72.49813443579123
939,84.78679828022536
940,107.57731388763656
941,113.00034645087356
942,111.74924535978205
943,172.11856086749933
944,91.26071015527529
945,120.99057303406391
946,141.17927345292944
947,56.415847536903534
948,75.38147313133179
949,118.1285678760059
950,101.31834871702665
951,112.02132445404206
952,82.62356594129119
953,107.90607557439618
954,90.90222288824476
955,145.33158727858833
956,89.18266265853222
957,105.64653906617603
958,87.72706619786759
959,73.0344200523049
960,93.96570014857872
961,83.54162611784993
962,122.36919865987944
963,136.95046353382065
964,90.69524468463554
965,91.37009538295698
966,87.36966423344957
967,74.0767593518189
968,104.42631646099422
969,96.18156030257587
970,45.41234772336733
971,112.42998101014199
972,103.13279377497689
973,80.32896538029254
974,114.93274894785704
975,60.479278438045256
976,50.94453581629173
977,135.80376793593558
978,119.65315088192985
979,71.38316245190882
980,103.18670953736759
981,94.29020674848894
982,82.88291891885356
983,89.02806164875845
984,108.31001453202401
985,66.05034416819383
986,48.90919650706413
987,94.8360827711919
988,57.49156100022275
989,71.5518626149005
990,77.49686825465167
991,101.68601392855692
992,79.82340428778512
993,156.65974473367163
994,129.26749909968512
995,77.53062666098252
996,102.69338562204065
997,92.09664846889778
998,81.36068467337398
999,125.04191236977958
1000,183.07288310584823
1001,106.94760866921409
1002,90.83895910345446
1003,117.67100889437842
1004,83.72595564052895
1005,138.6682390602157
1006,138.15949088677593
1007,129.2385256527632
1008,79.03467546706062
1009,80.79015001576131
1010,90.22116194801612
1011,104.35062282787568
1012,152.34699409312242
1013,164.207510897329
1014,87.7250853657496
1015,107.99454455613184
1016,96.17443568001987
1017,71.99365380543809
1018,121.2069865374229
1019,131.19120573161663
1020,115.38472997395647
1021,106.73964365329776
1022,118.22302738619629
1023,90.3524738476815
1024,127.81843639908085
1025,138.4845197752285
1026,89.20543725220654
1027,78.4497603031888
1028,118.70630744717424
1029,91.16342209020162
1030,108.10043725392109
1031,135.16059685357527
1032,77.1000726432974
1033,87.01511715516064
1034,150.86077393666926
1035,109.76159721178146
1036,62.134309673143626
1037,92.39444337409967
1038,98.21713709232414
1039,94.2943496526576
1040,73.85378859183216
1041,94.25413000469295
1042,105.20304075641383
1043,174.51971298126293
1044,145.10743682410032
1045,131.16642259640903
1046,55.567284592558025
1047,43.11400107612696
1048,88.88149311570925
1049,87.36889720899529
1050,138.85376727142787
1051,126.81084237790003
1052,118.54616637412857
1053,66.1229611198292
1054,99.54182149849737
1055,139.9094749729812
1056,68.65939491462572
1057,89.97162901354935
1058,72.21306874203081
1059,47.246050692647536
1060,77.03966163800419
1061,102.10528623175833
1062,112.39638213244454
1063,102.13912434550609
1064,86.11417653862213
1065,88.55085783125814
1066,162.89829638605303
1067,61.29014210587235
1068,90.7399131038897
1069,93.63570718039432
1070,95.5278851884286
1071,64.57405229315013
1072,70.42218289942888
1073,104.39397863955213
1074,150.39162218211746
1075,94.86077269595312
1076,92.87281160459602
1077,105.58583450343248
1078,92.30797549099627
1079,96.37828495366985
1080,73.5558045667418
1081,60.67889414068766
1082,84.57996885386046
1083,104.45396979377898
1084,82.61727585731118
1085,150.50336781950327
1086,106.68977500070856
1087,79.5821361641545
1088,68.5665667352109
1089,163.16654747772048
1090,133.6751471467222
1091,90.46099649330465
1092,88.0241099984019
1093,114.28739218511767
1094,104.80609608208555
1095,142.69287665962673
1096,90.69025459473251
1097,127.56178766381937
1098,144.3034159837756
1099,122.81895978237162
1100,57.64000043095344
1101,76.31121443827791
1102,128.46886270336273
1103,122.73406962131142
1104,165.46667131435953
1105,86.12776576417261
1106,109.9778082717653
1107,100.53028796298067
1108,91.1124256317643
1109,82.46567678841521
1110,89.6973024749753
1111,71.83089798788241
1112,127.05120535182091
1113,218.1979010126232
1114,110.32730119139369
1115,75.9008201573083
1116,88.61541323452607
1117,47.71985577019224
1118,76.68377062135386
1119,81.69924890142403
1120,156.496739918855
1121,104.36395679818979
1122,143.50896964822468
1123,135.2729306538484
1124,59.91341785576103
1125,69.58473758820602
1126,80.44349107321858
1127,92.21230221740319
1128,141.37175548157876
1129,82.46516345650359
1130,106.85751284997521
1131,67.61757233230709
1132,101.40829021330275
1133,59.343976730218074
1134,98.7690011065851
1135,115.03304188748938
1136,120.58017571301716
1137,103.10761938412752
1138,97.01291806954593
1139,119.19166195433034
1140,66.9265710708308
1141,113.26169426212435
1142,156.762293543817
1143,101.43280573098092
1144,75.78755600450727
1145,128.2564360196163
1146,84.28553055097473
1147,94.53844101195502
1148,95.41411721581748
1149,84.51249717264413
1150,85.43697163351185
1151,82.4601387009622
1152,106.11112434732541
1153,105.24084572062714
1154,86.88326694281145
1155,82.32833332913539
1156,103.49480220670942
1157,130.59085213273747
1158,84.76066809470076
1159,79.0620986156031
1160,107.21891853747962
1161,89.18241284755287
1162,112.43448840126275
1163,78.64133843888112
1164,54.33384341265815
1165,92.39933147903209
1166,39.76703324908973
1167,125.80132772695184
1168,115.69561828269255
1169,91.13531548418925
1170,126.16242378968767
1171,158.45117310105823
1172,106.00708963174709
1173,147.2617582696381
1174,47.350523027890716
1175,115.97123071706046
1176,140.70001416764808
1177,114.25165611910592
1178,164.32708777943836
1179,41.843051235070256
1180,61.17820140523583
1181,101.8237700658889
1182,56.83896655045459
1183,76.39696313517382
1184,73.82000946629731
1185,61.27131879754086
1186,113.3236488081014
1187,91.84696452264046
1188,87.71854239505373
1189,86.45078728867327
1190,97.579956359606
1191,90.51321080494758
1192,53.89909705482953
1193,101.88417959947058
1194,74.67821567683184
1195,67.0666936824224
1196,135.8091149539532
1197,123.58499984495437
1198,102.3064889518745
1199,71.68765308703337
1200,128.54631149770512
1201,180.18263938159197
1202,84.36526696938628
1203,101.55287363263139
1204,89.4879279276402
1205,83.35342254917049
1206,90.07947360363845
1207,110.93791382847915
1208,72.70915254480921
1209,70.6632552761275
1210,123.529852441658
1211,134.39169761702377
1212,130.40969110685904
1213,172.15745323916138
1214,62.55244523365636
1215,113.76273235229922
1216,111.50266518685909
1217,137.0387203182234
1218,110.41315371067527
1219,84.46157254448065
1220,116.31456326793713
1221,111.00633995455247
1222,99.42953655959121
1223,124.06494588725432
1224,106.73912611187035
1225,68.2610588665726
1226,104.74279819004207
1227,81.40363008970591
1228,107.57475114087184
1229,137.56540264569784
1230,151.8020369906233
1231,63.78126723467756
1232,195.02052602287128
1233,64.04355670120955
1234,76.51438028403891
1235,115.23810335501297
1236,77.62789672236264
1237,101.35393091692191
1238,63.852374151408995
1239,70.4566186834986
1240,99.5914235858587
1241,106.77939837554123
1242,116.62180755511417
1243,61.59885046367954
1244,88.41055713278296
1245,92.91538538538614
1246,100.64408917924706
1247,162.169530104535
1248,71.96352793744586
1249,110.84031730634516
1250,86.84665559050539
1251,112.67644487427735
1252,33.62134497612556
1253,99.34640878397933
1254,116.08721103935301
1255,90.55215782741932
1256,75.72323723673514
1257,59.787228785270244
1258,103.35207719497339
1259,51.111397112443335
1260,64.77999373918104
1261,87.6708520963473
1262,69.90980423318496
1263,80.4924599844434
1264,90.19883990045219
1265,109.05612733335002
1266,148.592958418535
1267,151.46512262570647
1268,113.64080690736436
1269,124.13987564103473
1270,63.439274423062294
1271,69.84866299239724
1272,140.70739156801105
1273,95.03025340222669
1274,74.66163395575364
1275,93.47450264190637
1276,130.552520721046
1277,53.29267538789624
1278,92.29499636207751
1279,97.21678328644981
1280,97.26605464603432
1281,104.6315485738608
1282,122.36816556209378
1283,84.59884095567159
1284,80.13458697242761
1285,109.79478030157466
1286,61.01730028252737
1287,63.13648494251237
1288,89.63784123853861
1289,139.1704158990636
1290,102.54095991054058
1291,66.68218108704536
1292,39.56971414039537
1293,112.50871507484554
1294,68.88876376425145
1295,139.74649635320125
1296,252.35152765209318
1297,96.2552522777817
1298,138.0088157142988
1299,100.55995243566652
1300,60.928680630005715
1301,55.170335524769435
1302,76.92231553496889
1303,61.8206301443167
1304,59.53844750026017
1305,88.71511319856869
1306,42.80401037009807
1307,146.57590284490527
1308,87.74906554472474
1309,91.24674800865598
1310,109.82901738911085
1311,86.64411682225614
1312,80.77780519380529
1313,155.64930409065636
1314,88.11786640476151
1315,121.78221812695661
1316,106.15708353596574
1317,92.21233180864209
1318,136.84435666801093
1319,116.1134819780341
1320,121.92238545928099
1321,97.8685798055145
1322,128.30080315198362
1323,136.86233162949802
1324,87.88784781258897
1325,88.08667416027323
1326,87.3205059714404
1327,115.14541824245211
1328,81.10624789749379
1329,105.32858829722355
1330,92.44804432615356
1331,88.63673551122568
1332,75.72141949428558
1333,89.31285104706554
1334,79.16643881557675
1335,97.03045565215984
1336,145.73077957434228
1337,136.46726209995472
1338,125.07672907641873
1339,107.70500263809477
1340,80.60456720211143
1341,86.6103161961475
1342,104.90007663986142
1343,59.4405915878868
1344,97.39741549899651
1345,83.1007346577538
1346,88.69220966571035
1347,149.32506884894184
1348,65.24996445380562
1349,129.32731460152954
1350,75.66269027349799
1351,154.01889127532635
1352,94.1529751552552
1353,56.29245507653102
1354,65.52739087690546
1355,170.6330721760576
1356,87.54987296869572
1357,116.01750248780611
1358,48.650651388874145
1359,108.70323486704956
1360,76.39566017889747
1361,99.53306878946367
1362,77.2001700491015
