,MTBF_samples
599,79.45905102139707
600,60.29301546394802
601,67.26480859817082
602,99.25680950023269
603,79.53348200260254
604,98.11549511521712
605,107.98472612457606
606,102.28454846215384
607,140.7867101685681
608,154.67643169314377
609,82.81711840162998
610,93.84108963927113
611,129.0401721497479
612,109.17021212234408
613,89.42812156518882
614,109.62350025841609
615,147.57892930071554
616,102.92375193707623
617,120.7111273651526
618,56.64502510419059
619,121.71478634328416
620,128.49511960519655
621,123.16909606178345
622,148.81723966417832
623,94.98912570948137
624,112.14383227710971
625,104.05370245380473
626,117.08367011218368
627,97.84435894374784
628,131.83958149646372
629,110.55631414304949
630,83.77219352083804
631,158.95696394000726
632,168.01304932956242
633,99.97787230147938
634,59.84328217427518
635,70.23144985831159
636,92.2599782414256
637,124.9383405594053
638,105.57273483342317
639,110.36426997118193
640,98.59869765108016
641,59.78216413781456
642,78.2760236592524
643,146.81707296593115
644,86.08409584530686
645,122.05936025777926
646,75.68063468580814
647,81.81359612258552
648,102.02264011371459
649,122.20789413565896
650,104.05986110742597
651,78.3958271598721
652,59.84625572495431
653,72.22722613941927
654,102.26340083848046
655,41.148456482160604
656,117.19935676778728
657,93.7405357483749
658,104.99039632087575
659,116.47222104852779
660,82.30233358924859
661,77.26313685702533
662,139.96360162945777
663,102.78838175540731
664,99.8527189009303
665,98.72383108401479
666,70.69719072229256
667,106.27710493332316
668,161.3661770370357
669,119.75775498289158
670,115.75631819323591
671,107.99040762611972
672,109.46339112024059
673,46.98266892883832
674,154.43478334958078
675,79.4677720920818
676,100.20290874524622
677,77.46621766375337
678,149.6296062552368
679,131.99884172048309
680,70.33619675267866
681,86.31867116498984
682,93.13947077084404
683,62.05807974310839
684,70.56861631017986
685,213.67753784869268
686,60.67164779083238
687,130.87670108433812
688,73.5808794123844
689,59.17166958505318
690,93.10931199655747
691,93.02435493970334
692,95.10844438031377
693,82.30659579106806
694,132.70481210852637
695,98.14093797457073
696,91.97163362368667
697,60.378446773940766
698,102.16308596651285
699,98.15710626958105
700,145.07227255620558
701,94.2341808012764
702,111.21462812777733
703,101.49052711633563
704,66.26393967923457
705,138.60878468224902
706,132.65029227845054
707,67.98100830452105
708,64.01204607015138
709,125.14969194557196
710,89.50219520958515
711,95.12460502527478
712,160.3831376526845
713,53.28245419287132
714,69.70427906347432
715,76.8491332860926
716,85.24918514121391
717,93.34587023265895
718,88.07003493073431
719,155.84441736706032
720,134.6303952121346
721,39.96123844536977
722,82.91184024176292
723,45.64061966058699
724,66.46412474530067
725,173.69820288060333
726,122.98418460303472
727,93.20300533093638
728,70.9039908236711
729,83.58672599835508
730,116.89642456059701
731,74.14554758577249
732,108.83274441338423
733,92.60035261390098
734,93.64004988404724
735,67.35828103575575
736,51.630150841495585
737,83.15066868883076
738,58.92051858739594
739,78.27367081761902
740,63.49431338978693
741,45.87046621435133
742,117.39084858564988
743,145.76839157462618
744,55.91659815873654
745,114.33463455132542
746,108.86559821365672
747,85.36651094822943
748,58.64926793793404
749,50.7420081498342
750,50.40115970097559
751,58.448868700124436
752,92.1713337656455
753,118.39735577022358
754,72.1079158210531
755,80.86822233288476
756,101.94272805815544
757,102.69401573532495
758,62.702950717124324
759,180.0472779273188
760,77.56996285690266
761,81.98004914471441
762,84.09048191378535
763,83.76279403373772
764,168.11523437754795
765,84.82144552631209
766,110.0400318473493
767,129.98849064446765
768,64.91411002681085
769,68.01626287006816
770,49.63953697975833
771,105.78628900628443
772,64.18867779627809
773,158.86919632164822
774,122.33159212428654
775,151.16684472001498
776,77.75524285014967
777,132.91077342296646
778,83.70142261884155
779,87.60876266871418
780,95.10043900715766
781,80.24119329972466
782,75.52511772022103
783,120.98626364083907
784,95.09516513895734
785,81.78015470028447
786,121.12255825623751
787,84.24299059674604
788,115.74447072913435
789,138.2441758135718
790,105.0175840129156
791,82.84532686656843
792,101.56585623906354
793,148.93640671496644
794,58.18714038902451
795,88.30317597333308
796,96.88693058519871
797,68.25660749164658
798,44.771903189224574
799,99.19113722609771
800,84.32007225862105
801,94.19689231340571
802,66.83344078385797
803,82.71504002989198
804,104.36113277954242
805,105.58479664874991
806,90.55819419725674
807,67.73110389238204
808,113.10428418117476
809,83.41408439281619
810,55.365384962561734
811,149.01966529680456
812,114.57836786035391
813,71.5876358412738
814,134.50725557765128
815,101.92065698179954
816,127.60247281243933
817,136.68700340950357
818,104.81370526752251
819,138.23559380679092
820,140.44327196459022
821,146.67265902734923
822,143.5711127291863
823,84.84904924610622
824,138.06977712880163
825,150.1195051196469
826,102.04553348939972
827,90.39010483985491
828,124.73383951697986
829,167.88912678719254
830,70.86090965918373
831,121.7929312229458
832,135.74316640981954
833,101.93488517996944
834,105.0516680255271
835,108.09718843072105
836,128.62199608207266
837,139.2597826199198
838,120.3694176847034
839,83.78834500712888
840,75.1549124198989
841,90.16033033974506
842,125.89721147787266
843,133.7746909695022
844,110.03784133271851
845,77.61851199784476
846,79.74320709548772
847,124.05021928158067
848,116.70138546977526
849,72.09634605027388
850,93.60392803406836
851,115.97476110642067
852,164.4477574674093
853,82.66601570108853
854,57.58141780313774
855,123.73071257481085
856,60.29220290406939
857,121.57789676663178
858,165.65099134854887
859,132.90749872724942
860,126.27541303377625
861,92.55454522071483
862,49.60387756904381
863,82.89392631386758
864,86.39361547424905
865,90.88022988494221
866,125.9357540296018
867,151.33129914595972
868,79.58640654836948
869,119.65042588137564
870,85.39040168762465
871,74.6084976461444
872,76.42892546496448
873,54.80036482903213
874,63.16134193684087
875,67.37135450206333
876,182.45457040656757
877,102.23159053023528
878,86.67675857869685
879,65.81049946969218
880,123.78544331001793
881,78.74620046383438
882,113.81120232938358
883,97.97800743557613
884,141.4833641245171
885,187.31897899319316
886,74.89174792710367
887,92.8284056406258
888,77.78256771182352
889,65.58499749205819
890,70.2181318684682
891,129.4755843588574
892,87.10338069122825
893,101.6904174054143
894,99.77346839974199
895,100.91204270477245
896,122.32492186493714
897,128.49926281866186
898,156.60619996801356
899,154.65105850489573
900,111.46181089977001
901,112.2867091204923
902,69.61647453939571
903,83.91715468468587
904,96.67481531664009
905,125.73436054130339
906,91.6637323619849
907,72.14143640120713
908,47.465117892664054
909,85.985464260667
910,161.89662156063557
911,89.75965317629725
912,92.0243748750241
913,121.63584133361344
914,67.14238758495364
915,167.40277518629142
916,113.63362914748136
917,87.36734332408508
918,133.46574044963626
919,59.34051206081548
920,116.3420989422275
921,89.0591603035603
922,93.7874426422542
923,86.45259602280103
924,107.21134984536589
925,98.63539298240099
926,116.31502999148684
927,181.84945841563427
928,112.2843748208195
929,101.94008987921136
930,113.83515472731635
931,124.06051205122738
932,100.15921039534703
933,24.37661332812735
934,108.94503465189082
935,135.11845875295697
936,56.26093757446464
937,81.6155463311641
938,99.25687558922029
939,85.85887480784086
940,105.16775689678414
941,67.66289458257829
942,44.61217041372375
943,102.95520523662056
944,93.05508066674305
945,158.39117424689115
946,60.8762531661543
947,97.75668009284153
948,74.07625729600345
949,100.770690322124
950,128.4664163699294
951,119.95129794652453
952,67.27692020667129
953,98.48311149194224
954,39.00422718587231
955,42.71459074038565
956,89.29086208087331
957,92.74494313301935
958,109.42640170253176
959,198.3910035630227
960,122.93605661697309
961,64.5260666694492
962,97.61683096314204
963,108.53044765244127
964,126.85620393974853
965,134.88134708738744
966,88.07319895493549
967,102.77041925312683
968,125.96848125085349
969,101.13296412579265
970,92.62230843049215
971,64.48509418225109
972,136.30213616464616
973,97.00216824974255
974,143.10032479301756
975,105.3967048608832
976,93.23110029098173
977,76.54617727754388
978,77.69459642384862
979,59.51835704701148
980,180.1813180886955
981,183.91469492507005
982,187.85075325026392
983,89.50378341035635
984,116.59612432938286
985,119.77413126293045
986,118.7389856055484
987,41.11481088512532
988,65.64637973321159
989,91.80359803200592
990,93.33215334945457
991,102.64138542586481
992,129.26028958212055
993,98.86783726915598
994,149.45401316240765
995,131.7022228988116
996,88.44983147062526
997,99.29259095894831
998,68.27590854425718
999,100.44609975202016
1000,97.50113070865228
1001,145.09533617185977
1002,172.31581079846947
1003,73.47494127490259
1004,86.3921701269177
1005,96.69774922202399
1006,111.08645284475509
1007,110.6945720621843
1008,62.11050959721547
1009,69.35757859411049
1010,65.71411235487747
1011,89.46976481011377
1012,89.43495768044775
1013,72.672495966495
1014,81.06515642952306
1015,217.6275902974523
1016,54.08916985337809
1017,146.06698898727979
1018,66.20794256988653
1019,87.29704647046236
1020,94.58615181287033
1021,66.7282195684084
1022,82.70013186835035
1023,60.813614395739435
1024,82.21700437326781
1025,63.67266283044721
1026,98.55852593757349
1027,74.03495130352023
1028,117.45197787338368
1029,109.13481934968054
1030,112.67966068402544
1031,69.87057680424616
1032,105.21229566617248
1033,100.08219892967438
1034,138.4122383069674
1035,102.44735768727682
1036,113.65473117362858
1037,88.1192652463327
1038,82.56222602955623
1039,132.1311286326316
1040,106.30394294686971
1041,85.92074141466875
1042,119.87181208645657
1043,107.78892691672554
1044,59.24467468978672
1045,114.0469202731517
1046,160.97412990945344
1047,98.76498344799771
1048,130.8568171313015
1049,180.8741434737264
1050,41.30374281130865
1051,71.4702599857093
1052,117.3374339849311
1053,123.28560319846213
1054,100.05231997085824
1055,100.58838383842846
1056,143.34586957406287
1057,80.03335658311697
1058,129.7514494996742
1059,170.9620752571677
1060,117.33335024060334
1061,102.30994856640731
1062,129.8528448655461
1063,137.52908807590958
1064,88.60486418418387
1065,74.41995969158435
1066,160.88809419863202
1067,152.73281730923722
1068,121.4840423924094
1069,121.90716824851468
1070,119.12845302867213
1071,133.80343986692625
1072,169.05780905151863
1073,52.18232494637433
1074,129.44990328575983
1075,54.25263793928398
1076,66.77820231946185
1077,134.664218691209
1078,82.31273890979169
1079,87.57128760242843
1080,106.43722949454843
1081,71.32142076721202
1082,78.69844888959275
1083,128.4775421599488
1084,105.7643316059202
1085,85.87923617851368
1086,79.2696302151139
1087,116.50666388907621
1088,116.80718083211957
1089,151.63525199112894
1090,77.08524546927406
1091,122.71956696252434
1092,103.92990575156762
1093,103.2433596049264
1094,67.3627081685247
1095,92.57444401625116
1096,106.26973342316867
1097,59.1734107419194
1098,165.32060193892255
1099,121.16176674415142
1100,104.39264651519822
1101,96.87359862806821
1102,128.48691698631075
1103,113.93011903394782
1104,70.54290920280543
1105,154.36493983895144
1106,97.21720100333727
1107,165.29538664622322
1108,77.23039716327375
1109,142.13804432186691
1110,115.4938254841951
1111,119.85679768858911
1112,79.27723912220505
1113,92.6362098371422
1114,109.7846255559064
1115,89.58257437108168
1116,192.56723637550294
1117,71.86232818363214
1118,60.15410489567785
1119,58.60355909556701
1120,66.25342526524541
1121,42.034509403140376
1122,112.68875066702356
1123,99.92569156964778
1124,97.03893983979427
1125,38.547965903269024
1126,95.88631528632799
1127,124.8530929429592
1128,84.58630094505885
1129,94.60578753443106
1130,136.2169154241005
1131,118.18483638277698
1132,91.36712928182195
1133,112.27778730173036
1134,122.71948466114551
1135,70.69815284029988
1136,171.27263779133918
1137,71.84521531543605
1138,101.46318192236896
1139,105.8887340929842
1140,149.9014528462398
1141,83.74227810510838
1142,63.30180470636744
1143,75.54771537267034
1144,87.66080393688593
1145,49.38050519264706
1146,178.39046032308423
1147,51.739309432678056
1148,85.36406839595682
1149,66.57721757714988
1150,70.07083531573296
1151,53.17236960393867
1152,87.25448140440842
1153,112.92321747833584
1154,57.65468075807202
1155,91.88514718882162
1156,123.37403191737315
1157,104.70106904588593
1158,109.64091959441878
1159,69.6215839930943
1160,101.05929031213888
1161,115.50951559524162
1162,156.32453457554237
1163,87.49279158687175
1164,84.8120797057197
1165,90.31502194760006
1166,120.6368962642271
1167,127.53372641610513
1168,67.33250911895672
1169,150.11173476959783
1170,77.64242095301708
1171,109.68210014262021
1172,117.84918580921155
1173,66.58778203906755
1174,72.02752458574564
1175,72.67354877433834
1176,52.56894515040422
1177,102.43704715390732
1178,60.91568008017977
1179,191.7260705264703
1180,113.57010789124165
1181,142.5279074562385
1182,118.48102432521064
1183,79.33786643381552
1184,138.70228969546912
1185,78.60392926583397
1186,112.05220574111502
1187,70.24512594611107
1188,140.24090832600913
1189,71.31363715881386
1190,96.6347693048569
1191,129.66526699838795
1192,119.3735910340724
1193,61.53345002713788
1194,88.07203425456683
1195,73.2207722736934
1196,92.79848071930509
1197,131.81426488963206
1198,136.47076419675147
1199,67.74980063770421
1200,101.59782366161949
1201,100.49740453014566
1202,76.62931393774997
1203,62.9025120115147
1204,138.4007388705526
1205,129.18269476279744
1206,93.18575301583166
1207,73.98633217006946
1208,67.36934529293096
1209,73.98240219945245
1210,102.22103647436685
1211,64.05984571827989
1212,64.98268855485733
1213,115.78423123000627
1214,99.07292185462649
1215,114.8128554919773
1216,94.2317644967131
1217,66.89954511067032
1218,88.3808126369963
1219,90.27406590539614
1220,78.4423957492451
1221,83.90095527378313
1222,135.93672796039064
1223,85.85807093402113
1224,110.45794979224215
1225,51.98453969471361
1226,79.83597633599504
1227,113.28049594932895
1228,106.80698794489172
1229,90.74200155735441
1230,83.00149828164946
1231,95.5576342712361
1232,162.96915158174272
1233,111.01311106963367
1234,89.81471720498759
1235,126.81908998950746
1236,75.51466823343692
1237,93.12486795980678
1238,82.06588254143242
1239,82.21464199791023
1240,84.57698128976911
1241,124.14507424830649
1242,131.3209133347005
1243,121.02365410347582
1244,95.45087250229346
1245,91.0476467999739
1246,102.62857723409809
1247,121.34884125038477
1248,154.94497291007806
1249,114.68923751573413
1250,70.84374673845417
1251,69.25211708409793
1252,86.6340119282694
1253,44.436043823132
1254,95.32625146091138
1255,102.55256436320515
1256,70.20467067275331
1257,139.00670580675572
1258,45.87148029113268
1259,60.33277091252212
1260,103.13902028813906
1261,124.10533859954515
1262,109.14986636324193
1263,80.05440788586448
1264,55.60794960625251
1265,106.2365429043156
1266,126.65765005350295
1267,60.12022970958854
1268,72.49334340761052
1269,70.20436663122271
1270,82.41059435862356
1271,71.30066203984846
1272,92.08226436163584
1273,96.74695747750386
1274,136.92888837497196
1275,150.38729201175968
1276,108.09290299470044
1277,71.24372835159873
1278,48.23062389663064
1279,115.13647803113031
1280,102.4725338536452
1281,89.0710187700186
1282,90.29667351441886
1283,75.39857384861808
1284,105.69105152557759
1285,66.52118472072787
1286,99.14149058379128
1287,59.231183919670286
1288,96.93748170409961
1289,141.53561641895706
1290,66.82967786627475
1291,91.97795532963262
1292,83.65409116797225
1293,99.45834978157782
1294,149.98992338804564
1295,123.11314648377183
1296,70.9028553796196
1297,158.4111241712345
1298,113.45994316503311
1299,110.45008919969521
1300,89.88425853026736
1301,59.65254321266823
1302,70.96307575750588
1303,134.69217227059045
1304,139.61873049902223
1305,65.85397047545447
1306,83.12460964302736
1307,77.63710886319721
1308,125.01173534299508
1309,135.69981555102328
1310,58.196663562634534
1311,119.34041501981638
1312,120.49653412794866
1313,110.90412576982051
1314,114.56890639343214
1315,115.93527444129113
1316,85.71554562772675
1317,70.80779209235841
1318,125.38324326873715
1319,97.59579630763406
1320,91.34282545307843
1321,57.693829740144814
1322,95.02196561806971
1323,73.8602632899674
1324,110.21561939809953
1325,50.93173413783836
1326,70.9212919644285
1327,77.74440524506014
1328,80.37703865733123
1329,89.4583615517067
1330,136.71291002278718
1331,56.709701703161144
1332,85.33814430523398
1333,110.58485704007717
1334,124.40136713599479
1335,168.40727320005377
1336,116.33384190502184
1337,160.62870233882592
1338,86.0955384300506
1339,119.70604000963897
1340,89.48146206783578
1341,78.19788683028995
1342,62.87567442001129
1343,179.3093293556496
1344,84.23221147705661
1345,80.46351409640232
1346,142.0630586497635
1347,64.7519714078377
1348,86.72453185494471
1349,87.05789868167679
1350,96.13663997027246
1351,138.05057762286876
1352,141.07606492749738
1353,110.57004283938856
1354,134.3699236033679
1355,76.07072400772343
1356,118.58447352315861
1357,126.4686189128413
1358,110.154543348751
1359,88.15877146031328
1360,85.3691370621273
1361,84.732491082463
1362,98.65537412971702
